,recipe_name,description,rating,num_ratings,author
0,Keto No-Bake Gingerbread Bites - Christmas Recipe - Diet Doctor,"Childishly tasty goodies with a taste of gingerbread coated in crunchy roasted almonds make the perfect healthy holiday treat. In Sweden, these fuss-free delicacies have been really popular for years on social media, especially during the Christmas season.",5,7,Jill Wallentin
0,Persian Chicken Skewers with Cauli Rice and Dip - Recipe - Diet Doctor,"If you never had Persian joojeh kebabs (or kebobs) before you are in for a real treat. These tender low-carb chicken skewers are easy and so flavorful. The marinade with saffron, lemon, garlic, and the secret ingredient – mayonnaise – makes all the difference.",5,8,Naomi Sherman
0,Keto Orange-Cured Salmon With Mustard Mayo - Diet Doctor,"Cold-cured salmon, called gravlax in Scandinavia, is a delicacy akin to lox. It's surprisingly easy to make. This keto version replaces the usual sugar with the zest and juice of an orange, giving it a light, fresh flavor.",4.75,4,Birgitta Höglund
0,Low-Carb Christmas Cheesecake - Recipe - Diet Doctor,"Impress your loved ones with this holiday cheesecake that looks extravagant, but is surprisingly simple to make! The crispy gingerbread crust cradles a luscious orange-vanilla filling that doesn't require baking. This cheesecake is sure to become a favorite on your dessert menu.",4.63,8,Jill Wallentin
0,Italian Keto Turkey Meatballs With Zoodles - Recipe - Diet Doctor,"It's hard to beat these moist, homemade turkey meatballs married with a rustic tomato sauce of roasted garlic and sun-dried tomatoes. Served over top of ""al dente"" zucchini pasta, its healthy comfort food at its best.",4.62,13,Jill Wallentin
0,Keto Holiday Turkey Meatballs - Recipe - Diet Doctor,These delightful juicy meatballs with a hint of allspice and cinnamon are budget-friendly and simple to make. Serve them with one of our low-carb sides and a luscious dipping sauce for a complete and healthy keto meal.,5,3,Jill Wallentin
0,Keto Holiday Turkey Meatballs & Brussels Sprouts - Recipe - Diet Doctor,"These juicy, and simple to make, meatballs with a hint of allspice and cinnamon pairs perfectly with the roasted Brussels sprouts and crunchy pecan nuts. Serve them with a generous dollop of the luscious mustard mayo, and we're sure you'll be hitting that favorite button.",4.9,10,Jill Wallentin
0,Roasted Pumpkin Chipotle Cream Sauce — Recipe — Diet Doctor,"Roasted pie pumpkin and spicy chipotle chilis combine to make an earthy creamy sauce worthy of any table, holiday or not. Use this tasty sauce over any roasted or grilled meat or as the base for a hearty soup by adding an additional protein such as pork, turkey, or tofu.",4.67,3,"Kristie Sullivan, PhD"
0,Low-Carb Holiday Ribs With Creamy Cabbage - Recipe - Diet Doctor,"These tender, fall-apart ribs taste of citrus and ginger, making a perfect low-carb meal for the holidays, especially when paired with colorful creamy cabbage. In fact, we think you'll enjoy them all year-'round.",5,8,Birgitta Höglund
0,Keto Christmas Cupcakes With Orange Frosting - Recipe - Diet Doctor,"If Christmas has a smell, this is it! Cinnamon, cardamom, ginger, and clove come together in this lightly sweet cupcake topped with an orange infused buttercream frosting. The warm aromas will greet your family and friends like a welcoming hug.",4.4,15,Birgitta Höglund
0,Easy Low-Carb Christmas Pâté Recipe - Diet Doctor,"Pass the pâté please! Liver, ground beef, and bacon are seasoned with rosemary and juniper berries to make this rustic country pâté. Pickled cranberries and red onions provide a pop of color and flavor to this festive dish.",5,4,Birgitta Höglund
0,Vegetarian Low-Carb Quiche - Recipe - Diet Doctor,"The colorful red of sun-dried tomatoes combined with the green of kale and leeks makes this low-carb quiche a festive, visual treat that will grace any seasonal breakfast or brunch table. But the taste? It's as good as it looks!",4.27,11,Birgitta Höglund
0,The Best Smoked Turkey Recipe For Thanksgiving - Diet Doctor,"You'll need to start early, but brining and smoking your holiday turkey ensures a moist, tender, and flavorful bird at the center of your buffet. If you've never smoked a turkey before, try this! You'll never want to cook turkey any other way.",5,5,"Kristie Sullivan, PhD"
0,Quick & Easy Keto Bresaola Plate - Recipe - Diet Doctor,"Here's a classic Italian plate, featuring the salted, air-dried beef ""bresaola"", with the addition of protein-rich boiled eggs to make it the ultimate easy keto plate. Enjoy the broad range of flavors that work effortlessly together to give you this delectable, no-cook plate.",4.88,8,Kate Nordin
0,Easy Low-Carb Mushroom Palak Paneer - Vegetarian Recipe - Diet Doctor,"Looking for a quick, easy, aromatic meal? Then this Indian inspired palak, packed with creamy spinach, earthy mushrooms, and deliciously salty paneer cheese, is for you. Eat it on its own or pair it with cauliflower rice to have your very own low-carb Indian ""take-out"" in the comfort of your own…",4.33,6,Kate Nordin
0,Low-carb mock zucchini apple-pie filling - Recipe - Diet Doctor,"The flavors of apple in zucchini? Yes, it really tastes delicious! The secret is simmering the zucchini in spices and a little applesauce so that it takes on the flavor of apples. Serve this as a simple dessert or use it to make our festive crepe cake.",4.71,7,"Kristie Sullivan, PhD"
0,The Best No-Bake Keto Cheesecake With Toppings - Recipe - Diet Doctor,"This silky, creamy, keto cheesecake has a tang of lemon and is the perfect sugar-free dessert for special occasions. You don't have to be an experienced baker to make this impressive and delicious treat — as a matter of fact, you don't even have to turn on the oven!",4.7,93,Jill Wallentin
0,Cream-filled low-carb crepes with zucchini-apples - Recipe - Diet Doctor,These holiday-worthy cream-filled crepes are topped with zucchini “apples” simmered in butter and spices with just a touch of unsweetened applesauce to impart the fall flavor of apples.,4.71,7,"Kristie Sullivan, PhD"
0,Keto Chocolate Halloween Cupcakes - Recipe - Diet Doctor,Your favorite mug cake has become a tasty Halloween treat! Enjoy these decadent chocolate monster cupcakes topped with matcha cream and strawberries.,4,4,Anne Aobadia
0,Low Carb Cranberry Kale salad — Recipe — Diet Doctor,"Crisp kale, tart fresh cranberries, sweet onion, and roasted pumpkin seeds dressed in a creamy mayo-based orange-infused dressing is a perfect side dish for any occasion. This salad is simple enough for weeknight meals, but the sophisticated flavors are fitting for any celebration.",5,7,"Kristie Sullivan, PhD"
0,Egg-free Keto Pancakes With Almond Butter - Vegan Recipe - Diet Doctor,"These plant-based keto pancakes are surprisingly crispy and delicious! If you avoid eggs or dairy for any reason you can finally enjoy fast and easy pancakes. These are nutty, dense, and crunchy and are also high in protein and fiber. The pancakes can be served with either savory or sweet toppings.",4.33,9,"Kristie Sullivan, PhD"
0,Spicy Keto Beef Stew With Fried Cauli Rice - Recipe - Diet Doctor,"Depending on where you're from, this tenderized and flattened filet of top sirloin or top round is called a minute-steak, cube-steak, bucket-steak, blade-steak, even a sizzle-steak. But no matter what you call it, you're going to love this spicy keto stew with flavors of India and Asia, served on a…",4.8,20,Naomi Sherman
0,"Crispy egg-free, low-carb, vegan almond pancakes - Diet Doctor","These thin, egg-less, dairy-free, low-carb vegan pancakes are exceptionally crispy and delicious. The taste almost reminds you of parathas (pan-fried Indian flatbread). If you eat butter, replace the coconut oil with butter and they will taste even more amazing.",3.53,19,"Kristie Sullivan, PhD"
0,Greek Sheet-pan Chicken With Garlic Sauce - Recipe - Diet Doctor,"Sheet pan meals are so quick and easy: one pan, no fuss, no mess. This one combines juicy chicken, fresh veggies, and the classic Greek flavors of feta cheese, olive oil, garlic, lemon, and oregano. Serve it with a generous dollop of garlic sauce and it's sure to become a family weeknight favorite…",4.93,28,Jill Wallentin
0,Keto Turkey Schnitzel with Green Bean Fries - Recipe - Diet Doctor,"Almond flour and Parmesan cheese, combined with savory herbs, make a delicious keto breading for this fast and easy turkey schnitzel. So tasty and simple, it's sure to become a weeknight family favorite. No turkey?",4.93,15,Naomi Sherman
0,Keto Lemon Bars With Shortbread Crust - Recipe - Diet Doctor,"With a buttery almond crust and a rich, zesty lemon filling, these keto lemon bars are a taste sensation. All our testers agreed: these lemony keto treats are great. What's more, they're childishly easy to make. So what are you waiting for? Let's get baking!",4.81,77,Jill Wallentin
0,Monster-mash avocado toast - Halloween Recipe - Diet Doctor,"Mix it up this Halloween with some fun monster-mash avocado toast; it's sure to please! The base comes from our famous  Fathead pizza, topped with lightly seasoned avocado, and finished off with a little creativity. Serve them up decorated, or get your guests to monsterfy their own.",3.67,3,Kate Nordin
0,Low-Carb Monster Pancakes - Halloween Recipe - Diet Doctor,Don't freak out — these low-carb melt-in-your-mouth monster pancakes are amazingly satisfying and fantastically fun to decorate. Treat yourself to some fun this Halloween.,5,4,Kate Nordin
0,Keto Eyeball Egg Casserole - Halloween Recipe - Diet Doctor,"Surprise your guests with freaky bloodshot eyeballs swimming in green goo. They will be shocked by how tasty this creamy Halloween casserole is with layers of spinach, mozzarella, and olives.",5,6,Kate Nordin
0,Mozzarella Eyeballs — Halloween Recipe — Diet Doctor,"Watch out, all eyes are on you! Surprise your family with a platter of freaky mozzarella eyeballs. The laughter and squeals that will ensue will be worth the artistic effort.",3.67,3,Kate Nordin
0,Spooky Zoodles With Tomato Sauce - Halloween Recipe - Diet Doctor,"Whip your little monsters up a low-carb bowl of zoodles topped off with some spooky sauce this Halloween. Better yet, get them involved and decorating their own creative creature.",5,2,Kate Nordin
0,Eggy Spiders — Halloween Recipe — Diet Doctor,Does your skin crawl when you come across a spider? These edible eggy spiders are sure to delight even the most arachnophobic guest. Quick and easy to make. You could even get your Halloween guests to help decorate and create these spidery snacks.,4,4,Kate Nordin
0,Low-Carb Zucchini Tortillas - Recipe - Diet Doctor,Looking for something special to bring your meal together? These zucchini tortillas are versatile and delicious. Stuff them with taco meat or any other filling of your liking to create a low-carb hand-held meal.,4.53,17,Naomi Sherman
0,Keto Cheese-Burger Meatloaf + BBQ Mayo - Recipe - Diet Doctor,"Classic meatloaf meets cheeseburger for this keto take on comfort food. If you usually make meatloaf in a loaf pan, you'll love how hand-molding it into a loaf, and wrapping it in bacon, gives it a crispy, seared exterior while keeping the gooey, cheese-filled center.",4.54,13,Naomi Sherman
0,Low-Carb Zucchini Pizza - Recipe - Diet Doctor,"Enjoy all the flavors of a conventional pizza without the carbs! This version even has hidden vegetables in the crust – who said pizza couldn't be healthy? The zucchini, eggs, and cheese make the crust nutritious, yummy, and quite moist. So this is pizza is better enjoyed with fork and knife.",4.55,11,Naomi Sherman
0,Low-Carb Zucchini Bread - Gluten-Free Recipe - Diet Doctor,"Savory and moist, with just a hint of cheese, this nutty, low-carb zucchini bread will become a favorite way to use this versatile veggie. It's full of fiber, nutrients, and plain-old goodness, and it only has 1 gram of carbs per slice.",4.11,18,Naomi Sherman
0,Keto Taco Salmon - Quick & Easy Recipe - Diet Doctor,Enjoy this perfectly cooked salmon distinguished by a rich blend of Mexican seasoning. Serve with a fresh salad and some crispy keto taco shells for a full-flavored meal experience.,5,10,Naomi Sherman
